auction_id	auction_description	round	item_name	item_description	pwb_amount	net_pwb_amount	pw_bidder	round_of_pwb	previous_pw_bidder	round_of_previous_pwb	previous_pwb_amount	previous_net_pwb_amount
73	700 MHz Band	261	WY-BEA017-E	Roanoke VA-NC-WV	342000.00	342000.00	Frontier Wireless LLC	65	Cavalier Wireless, LLC	64	329000.00	 	
73	700 MHz Band	261	WY-BEA018-E	Greensboro-Winston-Salem NC-VA	4463000.00	4463000.00	Frontier Wireless LLC	53	QUALCOMM Incorporated	52	4316000.00	 	
73	700 MHz Band	261	WY-BEA019-E	Raleigh-Durham-Chapel Hill NC	3885000.00	3885000.00	Frontier Wireless LLC	53	QUALCOMM Incorporated	52	3757000.00	 	
73	700 MHz Band	261	WY-BEA020-E	Norfolk-Virginia Beach VA-NC	6391000.00	6391000.00	Frontier Wireless LLC	8	AT&T Mobility Spectrum, LLC	7	5326000.00	 	
73	700 MHz Band	261	WY-BEA021-E	Greenville NC	371000.00	371000.00	Frontier Wireless LLC	29	Cavalier Wireless, LLC	28	337000.00	 	
73	700 MHz Band	261	WY-BEA022-E	Fayetteville NC	173000.00	173000.00	Frontier Wireless LLC	30	Triad 700, LLC	29	159000.00	 	
73	700 MHz Band	261	WY-BEA023-E	Charlotte-Gastonia NC-SC	6650000.00	6650000.00	Frontier Wireless LLC	57	QUALCOMM Incorporated	56	6395000.00	 	
73	700 MHz Band	261	WY-BEA024-E	Columbia SC	963000.00	963000.00	Frontier Wireless LLC	156	Cavalier Wireless, LLC	155	926000.00	 	
73	700 MHz Band	261	WY-BEA025-E	Wilmington NC-SC	705000.00	705000.00	Frontier Wireless LLC	29	Cavalier Wireless, LLC	28	642000.00	 	
73	700 MHz Band	261	WY-BEA026-E	Charleston-North Charleston SC	538000.00	538000.00	Frontier Wireless LLC	59	Cavalier Wireless, LLC	58	518000.00	 	
73	700 MHz Band	261	WY-BEA027-E	Augusta-Aiken GA-SC	757000.00	757000.00	Frontier Wireless LLC	156	Cavalier Wireless, LLC	155	728000.00	 	
73	700 MHz Band	261	WY-BEA028-E	Savannah GA-SC	394000.00	394000.00	Frontier Wireless LLC	108	Cavalier Wireless, LLC	107	379000.00	 	
73	700 MHz Band	261	WY-BEA029-E	Jacksonville FL-GA	7543000.00	7543000.00	Frontier Wireless LLC	30	Continuum 700 LLC	29	6863000.00	 	
73	700 MHz Band	261	WY-BEA030-E	Orlando FL	30071000.00	30071000.00	Frontier Wireless LLC	115	QUALCOMM Incorporated	114	29081000.00	 	
73	700 MHz Band	261	WY-BEA031-E	Miami-Fort Lauderdale FL	26110000.00	26110000.00	Frontier Wireless LLC	51	QUALCOMM Incorporated	50	25251000.00	 	
73	700 MHz Band	261	WY-BEA032-E	Fort Myers-Cape Coral FL	353000.00	353000.00	Frontier Wireless LLC	87	Broadband Wireless Unlimited, LLC	86	341000.00	 	
73	700 MHz Band	261	WY-BEA033-E	Sarasota-Bradenton FL	410000.00	410000.00	Frontier Wireless LLC	93	Broadband Wireless Unlimited, LLC	92	396000.00	 	
73	700 MHz Band	261	WY-BEA034-E	Tampa-St. Petersburg FL	12410000.00	12410000.00	Frontier Wireless LLC	36	Continuum 700 LLC	23	12167000.00	 	
73	700 MHz Band	261	WY-BEA035-E	Tallahassee FL-GA	680000.00	680000.00	Frontier Wireless LLC	128	Miller, David	127	657000.00	 	
73	700 MHz Band	261	WY-BEA036-E	Dothan AL-FL-GA	625000.00	625000.00	Frontier Wireless LLC	93	CenturyTel Broadband Wireless LLC	92	601000.00	 	
73	700 MHz Band	261	WY-BEA037-E	Albany GA	276000.00	276000.00	Frontier Wireless LLC	156	Cavalier Wireless, LLC	155	265000.00	 	
73	700 MHz Band	261	WY-BEA038-E	Macon GA	573000.00	573000.00	Frontier Wireless LLC	160	Cavalier Wireless, LLC	159	551000.00	 	
73	700 MHz Band	261	WY-BEA039-E	Columbus GA-AL	398000.00	398000.00	Frontier Wireless LLC	154	Miller, David	153	383000.00	 	
73	700 MHz Band	261	WY-BEA040-E	Atlanta GA-AL-NC	32098000.00	32098000.00	Frontier Wireless LLC	49	QUALCOMM Incorporated	48	30864000.00	 	
73	700 MHz Band	261	WY-BEA041-E	Greenville-Spartanburg SC-NC	948000.00	948000.00	Frontier Wireless LLC	32	Cavalier Wireless, LLC	31	870000.00	 	
73	700 MHz Band	261	WY-BEA042-E	Asheville NC	226000.00	226000.00	Frontier Wireless LLC	34	Cavalier Wireless, LLC	26	215000.00	 	
73	700 MHz Band	261	WY-BEA043-E	Chattanooga TN-GA	652000.00	652000.00	Frontier Wireless LLC	160	Cavalier Wireless, LLC	159	627000.00	 	
73	700 MHz Band	261	WY-BEA044-E	Knoxville TN	842000.00	842000.00	Frontier Wireless LLC	59	Cavalier Wireless, LLC	58	811000.00	 	
73	700 MHz Band	261	WY-BEA045-E	Johnson City-Kingsport TN-VA	303000.00	303000.00	Frontier Wireless LLC	34	Cavalier Wireless, LLC	32	286000.00	 	
73	700 MHz Band	261	WY-BEA046-E	Hickory-Morganton NC-TN	421000.00	421000.00	Frontier Wireless LLC	91	AWS Spectrum, LLC	90	405000.00	 	
73	700 MHz Band	261	WY-BEA047-E	Lexington KY-TN-VA-WV	2914000.00	2914000.00	Frontier Wireless LLC	21	Cavalier Wireless, LLC	20	2686000.00	 	
73	700 MHz Band	261	WY-BEA048-E	Charleston WV-KY-OH	401000.00	401000.00	Frontier Wireless LLC	29	Cavalier Wireless, LLC	28	369000.00	 	
73	700 MHz Band	261	WY-BEA049-E	Cincinnati-Hamilton OH-KY-IN	4840000.00	4840000.00	Frontier Wireless LLC	8	AT&T Mobility Spectrum, LLC	7	4033000.00	 	
73	700 MHz Band	261	WY-BEA050-E	Dayton-Springfield OH	695000.00	695000.00	Frontier Wireless LLC	2	Frontier Wireless LLC	1	604000.00	 	
73	700 MHz Band	261	WY-BEA051-E	Columbus OH	3295000.00	3295000.00	Frontier Wireless LLC	8	AT&T Mobility Spectrum, LLC	7	2746000.00	 	
73	700 MHz Band	261	WY-BEA052-E	Wheeling WV-OH	100000.00	100000.00	Frontier Wireless LLC	65	Xanadoo 700 MHz DE, LLC	64	96000.00	 	
73	700 MHz Band	261	WY-BEA053-E	Pittsburgh PA-WV	3757000.00	3757000.00	Frontier Wireless LLC	8	AT&T Mobility Spectrum, LLC	7	3131000.00	 	
73	700 MHz Band	261	WY-BEA054-E	Erie PA	128000.00	128000.00	Frontier Wireless LLC	164	Miller, David	163	124000.00	 	
73	700 MHz Band	261	WY-BEA055-E	Cleveland-Akron OH-PA	4716000.00	4716000.00	Frontier Wireless LLC	145	QUALCOMM Incorporated	144	4561000.00	 	
73	700 MHz Band	261	WY-BEA056-E	Toledo OH	405000.00	405000.00	Frontier Wireless LLC	74	Xanadoo 700 MHz DE, LLC	73	391000.00	 	
73	700 MHz Band	261	WY-BEA057-E	Detroit-Ann Arbor-Flint MI	32719000.00	32719000.00	Frontier Wireless LLC	47	QUALCOMM Incorporated	46	31472000.00	 	
73	700 MHz Band	261	WY-BEA058-E	Northern Michigan MI	318000.00	318000.00	Frontier Wireless LLC	87	Agri-Valley Communications, Inc.	86	308000.00	 	
73	700 MHz Band	261	WY-BEA059-E	Green Bay WI-MI	2284000.00	2284000.00	Frontier Wireless LLC	75	CenturyTel Broadband Wireless LLC	74	2196000.00	 	
73	700 MHz Band	261	WY-BEA060-E	Appleton-Oshkosh-Neenah WI	532000.00	532000.00	Frontier Wireless LLC	91	Agri-Valley Communications, Inc.	90	512000.00	 	
73	700 MHz Band	261	WY-BEA061-E	Traverse City MI	639000.00	639000.00	Frontier Wireless LLC	75	CenturyTel Broadband Wireless LLC	74	618000.00	 	
73	700 MHz Band	261	WY-BEA062-E	Grand Rapids-Muskegon MI	3094000.00	3094000.00	Frontier Wireless LLC	8	AT&T Mobility Spectrum, LLC	7	2578000.00	 	
73	700 MHz Band	261	WY-BEA063-E	Milwaukee-Racine WI	6846000.00	6846000.00	Frontier Wireless LLC	8	AT&T Mobility Spectrum, LLC	7	5705000.00	 	
73	700 MHz Band	261	WY-BEA064-E	Chicago-Gary-Kenosha IL-IN-WI	62656000.00	62656000.00	Frontier Wireless LLC	61	QUALCOMM Incorporated	60	60596000.00	 	
73	700 MHz Band	261	WY-BEA065-E	Elkhart-Goshen IN-MI	754000.00	754000.00	Frontier Wireless LLC	57	I-700, LLC	55	735000.00	 	
73	700 MHz Band	261	WY-BEA066-E	Fort Wayne IN	306000.00	306000.00	Frontier Wireless LLC	69	I-700, LLC	68	294000.00	 	
73	700 MHz Band	261	WY-BEA067-E	Indianapolis IN-IL	7553000.00	7553000.00	Frontier Wireless LLC	57	QUALCOMM Incorporated	56	7263000.00	 	
73	700 MHz Band	261	WY-BEA068-E	Champaign-Urbana IL	1742000.00	1742000.00	Frontier Wireless LLC	111	I-700, LLC	110	1675000.00	 	
73	700 MHz Band	261	WY-BEA069-E	Evansville-Henderson IN-KY-IL	619000.00	619000.00	Frontier Wireless LLC	57	I-700, LLC	56	595000.00	 	
73	700 MHz Band	261	WY-BEA070-E	Louisville KY-IN	2258000.00	2258000.00	Frontier Wireless LLC	26	Cavalier Wireless, LLC	25	1971000.00	 	
73	700 MHz Band	261	WY-BEA071-E	Nashville TN-KY	7015000.00	7015000.00	Frontier Wireless LLC	53	QUALCOMM Incorporated	52	6784000.00	 	
73	700 MHz Band	261	WY-BEA072-E	Paducah KY-IL	152000.00	152000.00	Frontier Wireless LLC	78	Xanadoo 700 MHz DE, LLC	77	146000.00	 	
73	700 MHz Band	261	WY-BEA073-E	Memphis TN-AR-MS-KY	6507000.00	6507000.00	Frontier Wireless LLC	57	QUALCOMM Incorporated	56	6257000.00	 	
73	700 MHz Band	261	WY-BEA074-E	Huntsville AL-TN	600000.00	600000.00	Frontier Wireless LLC	116	Miller, David	115	580000.00	 	
73	700 MHz Band	261	WY-BEA075-E	Tupelo MS-AL-TN	422000.00	422000.00	Frontier Wireless LLC	73	CenturyTel Broadband Wireless LLC	72	406000.00	 	
73	700 MHz Band	261	WY-BEA076-E	Greenville MS	94000.00	94000.00	Frontier Wireless LLC	73	CenturyTel Broadband Wireless LLC	72	90000.00	 	
73	700 MHz Band	261	WY-BEA077-E	Jackson MS-AL-LA	1405000.00	1405000.00	Frontier Wireless LLC	65	CenturyTel Broadband Wireless LLC	64	1351000.00	 	
73	700 MHz Band	261	WY-BEA078-E	Birmingham AL	3058000.00	3058000.00	Frontier Wireless LLC	21	Cavalier Wireless, LLC	20	2818000.00	 	
73	700 MHz Band	261	WY-BEA079-E	Montgomery AL	469000.00	469000.00	Frontier Wireless LLC	74	CenturyTel Broadband Wireless LLC	73	451000.00	 	
73	700 MHz Band	261	WY-BEA080-E	Mobile AL	744000.00	744000.00	Frontier Wireless LLC	30	Cavalier Wireless, LLC	20	709000.00	 	
73	700 MHz Band	261	WY-BEA081-E	Pensacola FL	399000.00	399000.00	Frontier Wireless LLC	82	Worldcall Inc.	81	386000.00	 	
73	700 MHz Band	261	WY-BEA082-E	Biloxi-Gulfport-Pascagoula MS	665000.00	665000.00	Frontier Wireless LLC	73	CenturyTel Broadband Wireless LLC	72	639000.00	 	
73	700 MHz Band	261	WY-BEA083-E	New Orleans LA-MS	2380000.00	2380000.00	Frontier Wireless LLC	145	QUALCOMM Incorporated	132	2333000.00	 	
73	700 MHz Band	261	WY-BEA084-E	Baton Rouge LA-MS	734000.00	734000.00	Frontier Wireless LLC	108	Cavalier Wireless, LLC	107	706000.00	 	
73	700 MHz Band	261	WY-BEA085-E	Lafayette LA	1753000.00	1753000.00	Frontier Wireless LLC	88	CenturyTel Broadband Wireless LLC	87	1686000.00	 	
73	700 MHz Band	261	WY-BEA086-E	Lake Charles LA	1597000.00	1597000.00	Frontier Wireless LLC	65	CenturyTel Broadband Wireless LLC	64	1536000.00	 	
73	700 MHz Band	261	WY-BEA087-E	Beaumont-Port Arthur TX	460000.00	460000.00	Frontier Wireless LLC	83	Broadband Wireless Unlimited, LLC	82	442000.00	 	
73	700 MHz Band	261	WY-BEA088-E	Shreveport-Bossier City LA-AR	2499000.00	2499000.00	Frontier Wireless LLC	65	CenturyTel Broadband Wireless LLC	64	2403000.00	 	
73	700 MHz Band	261	WY-BEA089-E	Monroe LA	1186000.00	1186000.00	Frontier Wireless LLC	78	CenturyTel Broadband Wireless LLC	77	1140000.00	 	
73	700 MHz Band	261	WY-BEA090-E	Little Rock AR	5610000.00	5610000.00	Frontier Wireless LLC	40	CenturyTel Broadband Wireless LLC	39	5395000.00	 	
73	700 MHz Band	261	WY-BEA091-E	Fort Smith AR-OK	783000.00	783000.00	Frontier Wireless LLC	94	CenturyTel Broadband Wireless LLC	93	753000.00	 	
73	700 MHz Band	261	WY-BEA092-E	Fayetteville AR-MO-OK	749000.00	749000.00	Frontier Wireless LLC	67	CenturyTel Broadband Wireless LLC	66	720000.00	 	
73	700 MHz Band	261	WY-BEA093-E	Joplin MO-KS-OK	235000.00	235000.00	Frontier Wireless LLC	89	BPS Telephone Company	88	226000.00	 	
73	700 MHz Band	261	WY-BEA094-E	Springfield MO	2194000.00	2194000.00	Frontier Wireless LLC	94	CenturyTel Broadband Wireless LLC	93	2110000.00	 	
73	700 MHz Band	261	WY-BEA095-E	Jonesboro AR-MO	761000.00	761000.00	Frontier Wireless LLC	79	CenturyTel Broadband Wireless LLC	78	732000.00	 	
73	700 MHz Band	261	WY-BEA096-E	St. Louis MO-IL	9162000.00	9162000.00	Frontier Wireless LLC	143	QUALCOMM Incorporated	142	8861000.00	 	
73	700 MHz Band	261	WY-BEA097-E	Springfield IL-MO	1008000.00	1008000.00	Frontier Wireless LLC	106	I-700, LLC	105	970000.00	 	
73	700 MHz Band	261	WY-BEA098-E	Columbia MO	1984000.00	1984000.00	Frontier Wireless LLC	77	CenturyTel Broadband Wireless LLC	76	1908000.00	 	
73	700 MHz Band	261	WY-BEA099-E	Kansas City MO-KS	8260000.00	8260000.00	Frontier Wireless LLC	57	QUALCOMM Incorporated	56	7942000.00	 	
73	700 MHz Band	261	WY-BEA100-E	Des Moines IA-IL-MO	3788000.00	3788000.00	Frontier Wireless LLC	30	Iowa Intelegra Consortium, LLC	29	3448000.00	 	
73	700 MHz Band	261	WY-BEA101-E	Peoria-Pekin IL	1256000.00	1256000.00	Frontier Wireless LLC	77	CenturyTel Broadband Wireless LLC	76	1208000.00	 	
73	700 MHz Band	261	WY-BEA102-E	Davenport-Moline IA-IL	618000.00	618000.00	Frontier Wireless LLC	112	Iowa Intelegra Consortium, LLC	111	594000.00	 	
73	700 MHz Band	261	WY-BEA103-E	Cedar Rapids IA	720000.00	720000.00	Frontier Wireless LLC	78	Iowa Intelegra Consortium, LLC	77	692000.00	 	
73	700 MHz Band	261	WY-BEA104-E	Madison WI-IL-IA	1334000.00	1334000.00	Frontier Wireless LLC	40	CenturyTel Broadband Wireless LLC	39	1283000.00	 	
73	700 MHz Band	261	WY-BEA105-E	La Crosse WI-MN	1199000.00	1199000.00	Frontier Wireless LLC	77	CenturyTel Broadband Wireless LLC	76	1153000.00	 	
73	700 MHz Band	261	WY-BEA106-E	Rochester MN-IA-WI	430000.00	430000.00	Frontier Wireless LLC	120	Iowa Intelegra Consortium, LLC	119	413000.00	 	
73	700 MHz Band	261	WY-BEA107-E	Minneapolis-St. Paul MN-WI-IA	21358000.00	21358000.00	Frontier Wireless LLC	137	QUALCOMM Incorporated	136	20655000.00	 	
73	700 MHz Band	261	WY-BEA108-E	Wausau WI	355000.00	355000.00	Frontier Wireless LLC	83	Iowa Intelegra Consortium, LLC	82	341000.00	 	
73	700 MHz Band	261	WY-BEA109-E	Duluth-Superior MN-WI	379000.00	379000.00	Frontier Wireless LLC	40	CenturyTel Broadband Wireless LLC	39	364000.00	 	
73	700 MHz Band	261	WY-BEA110-E	Grand Forks ND-MN	278000.00	278000.00	Frontier Wireless LLC	128	Iowa Intelegra Consortium, LLC	127	267000.00	 	
73	700 MHz Band	261	WY-BEA111-E	Minot ND	237000.00	237000.00	Frontier Wireless LLC	184	Iowa Intelegra Consortium, LLC	183	228000.00	 	
73	700 MHz Band	261	WY-BEA112-E	Bismarck ND-MT-SD	329000.00	329000.00	Frontier Wireless LLC	105	Iowa Intelegra Consortium, LLC	104	316000.00	 	
73	700 MHz Band	261	WY-BEA113-E	Fargo-Moorhead ND-MN	433000.00	433000.00	Frontier Wireless LLC	115	Iowa Intelegra Consortium, LLC	114	416000.00	 	
73	700 MHz Band	261	WY-BEA114-E	Aberdeen SD	199000.00	199000.00	Frontier Wireless LLC	175	Iowa Intelegra Consortium, LLC	174	191000.00	 	
73	700 MHz Band	261	WY-BEA115-E	Rapid City SD-MT-NE-ND	387000.00	387000.00	Frontier Wireless LLC	105	Iowa Intelegra Consortium, LLC	104	372000.00	 	
73	700 MHz Band	261	WY-BEA116-E	Sioux Falls SD-IA-MN-NE	482000.00	482000.00	Frontier Wireless LLC	153	Kurian, Thomas K	152	466000.00	 	
73	700 MHz Band	261	WY-BEA117-E	Sioux City IA-NE-SD	450000.00	450000.00	Frontier Wireless LLC	101	Iowa Intelegra Consortium, LLC	100	433000.00	 	
73	700 MHz Band	261	WY-BEA118-E	Omaha NE-IA-MO	1133000.00	1133000.00	Frontier Wireless LLC	73	Kurian, Thomas K	72	1089000.00	 	
73	700 MHz Band	261	WY-BEA119-E	Lincoln NE	421000.00	421000.00	Frontier Wireless LLC	93	Xanadoo 700 MHz DE, LLC	92	407000.00	 	
73	700 MHz Band	261	WY-BEA120-E	Grand Island NE	211000.00	211000.00	Frontier Wireless LLC	163	Kurian, Thomas K	162	203000.00	 	
73	700 MHz Band	261	WY-BEA121-E	North Platte NE-CO	61000.00	61000.00	Frontier Wireless LLC	129	Iowa Intelegra Consortium, LLC	128	59000.00	 	
73	700 MHz Band	261	WY-BEA122-E	Wichita KS-OK	890000.00	890000.00	Frontier Wireless LLC	93	Xanadoo 700 MHz DE, LLC	92	856000.00	 	
73	700 MHz Band	261	WY-BEA123-E	Topeka KS	303000.00	303000.00	Frontier Wireless LLC	124	AWS Spectrum, LLC	123	291000.00	 	
73	700 MHz Band	261	WY-BEA124-E	Tulsa OK-KS	1598000.00	1598000.00	Frontier Wireless LLC	108	Kurian, Thomas K	107	1537000.00	 	
73	700 MHz Band	261	WY-BEA125-E	Oklahoma City OK	5434000.00	5434000.00	Frontier Wireless LLC	8	AT&T Mobility Spectrum, LLC	7	4528000.00	 	
73	700 MHz Band	261	WY-BEA126-E	Western Oklahoma OK	104000.00	104000.00	Frontier Wireless LLC	101	Iowa Intelegra Consortium, LLC	100	100000.00	 	
73	700 MHz Band	261	WY-BEA127-E	Dallas-Fort Worth TX-AR-OK	47327000.00	47327000.00	Frontier Wireless LLC	57	QUALCOMM Incorporated	56	45530000.00	 	
73	700 MHz Band	261	WY-BEA128-E	Abilene TX	234000.00	234000.00	Frontier Wireless LLC	88	Xanadoo 700 MHz DE, LLC	87	225000.00	 	
73	700 MHz Band	261	WY-BEA129-E	San Angelo TX	153000.00	153000.00	Frontier Wireless LLC	132	Miller, David	131	148000.00	 	
73	700 MHz Band	261	WY-BEA130-E	Austin-San Marcos TX	2720000.00	2720000.00	Frontier Wireless LLC	67	QUALCOMM Incorporated	66	2631000.00	 	
73	700 MHz Band	261	WY-BEA131-E	Houston-Galveston-Brazoria TX	26208000.00	26208000.00	Frontier Wireless LLC	53	QUALCOMM Incorporated	52	25333000.00	 	
73	700 MHz Band	261	WY-BEA132-E	Corpus Christi TX	352000.00	352000.00	Frontier Wireless LLC	80	Xanadoo 700 MHz DE, LLC	79	340000.00	 	
73	700 MHz Band	261	WY-BEA133-E	McAllen-Edinburg-Mission TX	575000.00	575000.00	Frontier Wireless LLC	102	Worldcall Inc.	101	553000.00	 	
73	700 MHz Band	261	WY-BEA134-E	San Antonio TX	6690000.00	6690000.00	Frontier Wireless LLC	70	QUALCOMM Incorporated	69	6433000.00	 	
73	700 MHz Band	261	WY-BEA135-E	Odessa-Midland TX	437000.00	437000.00	Frontier Wireless LLC	91	Xanadoo 700 MHz DE, LLC	90	420000.00	 	
73	700 MHz Band	261	WY-BEA136-E	Hobbs NM-TX	286000.00	286000.00	Frontier Wireless LLC	75	PVT Networks, Inc.	74	275000.00	 	
73	700 MHz Band	261	WY-BEA137-E	Lubbock TX	425000.00	425000.00	Frontier Wireless LLC	93	Xanadoo 700 MHz DE, LLC	92	411000.00	 	
73	700 MHz Band	261	WY-BEA138-E	Amarillo TX-NM	292000.00	292000.00	Frontier Wireless LLC	85	Xanadoo 700 MHz DE, LLC	84	282000.00	 	
73	700 MHz Band	261	WY-BEA139-E	Santa Fe NM	400000.00	400000.00	Frontier Wireless LLC	123	Kurian, Thomas K	122	383000.00	 	
73	700 MHz Band	261	WY-BEA140-E	Pueblo CO-NM	601000.00	601000.00	Frontier Wireless LLC	93	CenturyTel Broadband Wireless LLC	92	578000.00	 	
73	700 MHz Band	261	WY-BEA141-E	Denver-Boulder CO-KS-NE	23096000.00	23096000.00	Frontier Wireless LLC	119	QUALCOMM Incorporated	118	22336000.00	 	
73	700 MHz Band	261	WY-BEA142-E	Scottsbluff NE-WY	150000.00	150000.00	Frontier Wireless LLC	105	Iowa Intelegra Consortium, LLC	104	144000.00	 	
73	700 MHz Band	261	WY-BEA143-E	Casper WY-ID-UT	494000.00	494000.00	Frontier Wireless LLC	141	Kurian, Thomas K	140	468000.00	 	
73	700 MHz Band	261	WY-BEA144-E	Billings MT-WY	190000.00	190000.00	Frontier Wireless LLC	153	Miller, David	152	183000.00	 	
73	700 MHz Band	261	WY-BEA145-E	Great Falls MT	51000.00	51000.00	Frontier Wireless LLC	131	Kurian, Thomas K	130	49000.00	 	
73	700 MHz Band	261	WY-BEA146-E	Missoula MT	810000.00	810000.00	Frontier Wireless LLC	93	CenturyTel Broadband Wireless LLC	92	779000.00	 	
73	700 MHz Band	261	WY-BEA147-E	Spokane WA-ID	1048000.00	1048000.00	Frontier Wireless LLC	129	Kurian, Thomas K	128	1008000.00	 	
73	700 MHz Band	261	WY-BEA148-E	Idaho Falls ID-WY	325000.00	325000.00	Frontier Wireless LLC	159	Kurian, Thomas K	158	314000.00	 	
73	700 MHz Band	261	WY-BEA149-E	Twin Falls ID	107000.00	107000.00	Frontier Wireless LLC	133	Kurian, Thomas K	132	103000.00	 	
73	700 MHz Band	261	WY-BEA150-E	Boise City ID-OR	720000.00	720000.00	Frontier Wireless LLC	129	Kurian, Thomas K	128	689000.00	 	
73	700 MHz Band	261	WY-BEA151-E	Reno NV-CA	588000.00	588000.00	Frontier Wireless LLC	154	Miller, David	153	566000.00	 	
73	700 MHz Band	261	WY-BEA152-E	Salt Lake City-Ogden UT-ID	5461000.00	5461000.00	Frontier Wireless LLC	63	QUALCOMM Incorporated	62	5281000.00	 	
73	700 MHz Band	261	WY-BEA153-E	Las Vegas NV-AZ-UT	9533000.00	9533000.00	Frontier Wireless LLC	139	QUALCOMM Incorporated	138	9219000.00	 	
73	700 MHz Band	261	WY-BEA154-E	Flagstaff AZ-UT	162000.00	162000.00	Frontier Wireless LLC	160	Miller, David	159	156000.00	 	
73	700 MHz Band	261	WY-BEA155-E	Farmington NM-CO	168000.00	168000.00	Frontier Wireless LLC	93	CenturyTel Broadband Wireless LLC	92	162000.00	 	
73	700 MHz Band	261	WY-BEA156-E	Albuquerque NM-AZ	738000.00	738000.00	Frontier Wireless LLC	86	Kurian, Thomas K	85	701000.00	 	
73	700 MHz Band	261	WY-BEA157-E	El Paso TX-NM	2624000.00	2624000.00	Frontier Wireless LLC	43	PVT Networks, Inc.	42	2533000.00	 	
73	700 MHz Band	261	WY-BEA158-E	Phoenix-Mesa AZ-NM	27418000.00	27418000.00	Frontier Wireless LLC	141	QUALCOMM Incorporated	140	26515000.00	 	
73	700 MHz Band	261	WY-BEA159-E	Tucson AZ	1950000.00	1950000.00	Frontier Wireless LLC	123	Kurian, Thomas K	122	1848000.00	 	
73	700 MHz Band	261	WY-BEA160-E	LA-Riverside-Orange Cnty CA-AZ	154999000.00	154999000.00	QUALCOMM Incorporated	84	Frontier Wireless LLC	83	149902000.00	 	
73	700 MHz Band	261	WY-BEA161-E	San Diego CA	14469000.00	14469000.00	Frontier Wireless LLC	63	QUALCOMM Incorporated	62	13913000.00	 	
73	700 MHz Band	261	WY-BEA162-E	Fresno CA	2251000.00	2251000.00	Frontier Wireless LLC	24	Continuum 700 LLC	23	2047000.00	 	
73	700 MHz Band	261	WY-BEA163-E	San Fran.-Oakland-San Jose CA	81613000.00	81613000.00	QUALCOMM Incorporated	152	Frontier Wireless LLC	147	80001000.00	 	
73	700 MHz Band	261	WY-BEA164-E	Sacramento-Yolo CA	4406000.00	4406000.00	Frontier Wireless LLC	57	QUALCOMM Incorporated	56	4237000.00	 	
73	700 MHz Band	261	WY-BEA165-E	Redding CA-OR	83000.00	83000.00	Frontier Wireless LLC	57	Xanadoo 700 MHz DE, LLC	56	80000.00	 	
73	700 MHz Band	261	WY-BEA166-E	Eugene-Springfield OR-CA	657000.00	657000.00	Frontier Wireless LLC	85	Kurian, Thomas K	84	631000.00	 	
73	700 MHz Band	261	WY-BEA167-E	Portland-Salem OR-WA	15393000.00	15393000.00	Frontier Wireless LLC	155	QUALCOMM Incorporated	154	14887000.00	 	
73	700 MHz Band	261	WY-BEA168-E	Pendleton OR-WA	101000.00	101000.00	Frontier Wireless LLC	168	Miller, David	167	97000.00	 	
73	700 MHz Band	261	WY-BEA169-E	Richland-Kennewick-Pasco WA	622000.00	622000.00	Frontier Wireless LLC	149	Vulcan Spectrum LLC	148	598000.00	 	
73	700 MHz Band	261	WY-BEA170-E	Seattle-Tacoma-Bremerton WA	36477000.00	36477000.00	Frontier Wireless LLC	151	QUALCOMM Incorporated	150	35092000.00	 	
73	700 MHz Band	261	WY-BEA171-E	Anchorage AK	1002000.00	1002000.00	Frontier Wireless LLC	95	MTA Communications, Inc.	94	963000.00	 	
73	700 MHz Band	261	WY-BEA172-E	Honolulu HI	1088000.00	1088000.00	Frontier Wireless LLC	76	Kurian, Thomas K	75	1051000.00	 	
73	700 MHz Band	261	WY-BEA173-E	Guam-Northern Mariana Islands	173000.00	129750.00	Kurian, Thomas K	168	Pulse Mobile LLC	167	166000.00	 	
73	700 MHz Band	261	WY-BEA174-E	Puerto Rico-US Virgin Islands	10068000.00	10068000.00	Frontier Wireless LLC	97	VentureTel 700, Inc.	96	9681000.00	 	
73	700 MHz Band	261	WY-BEA175-E	American Samoa	17000.00	12750.00	Club 42 CM Limited Partnership	254	AST Telecom, LLC	250	16000.00	 	
73	700 MHz Band	261	WY-BEA176-E	Gulf of Mexico	217000.00	217000.00	CHEVRON USA INC.	75	maxima international llc	74	209000.00	 	
73	700 MHz Band	261	WU-REA001-C	Northeast	502774000.00	502774000.00	Cellco Partnership d/b/a Verizon Wireless	29	Alltel Corporation	6	441570000.00	 	
73	700 MHz Band	261	WU-REA002-C	Southeast	424224000.00	424224000.00	Cellco Partnership d/b/a Verizon Wireless	30	FCC	0	153998000.00	153998000.00	
73	700 MHz Band	261	WU-REA003-C	Great Lakes	1109715000.00	1109715000.00	Cellco Partnership d/b/a Verizon Wireless	30	King Street Wireless, L.P.	6	591385000.00	 	
73	700 MHz Band	261	WU-REA004-C	Mississippi Valley	1625930000.00	1625930000.00	Cellco Partnership d/b/a Verizon Wireless	27	Cellular South Licenses, Inc.	6	241365000.00	 	
73	700 MHz Band	261	WU-REA005-C	Central	723228000.00	723228000.00	Cellco Partnership d/b/a Verizon Wireless	27	FCC	0	100034000.00	100034000.00	
73	700 MHz Band	261	WU-REA006-C	West	319798000.00	319798000.00	Cellco Partnership d/b/a Verizon Wireless	30	Bluewater Wireless, L.P.	6	683894000.00	 	
